site,id,title,dateArrive,dateDepart,localisation,prix,avis,nombreNuits,images
expedia,"Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel",2021-02-28,2021-02-22,Tokyo,2 778 €,"4,7 sur 5 Exceptionnel (340 avis)",pour 6 nuits,
expedia,"Tokyo",The Okura Tokyo,2021-02-28,2021-02-22,Tokyo,2 395 €,"4,5 sur 5 Merveilleux (70 avis)",pour 6 nuits,
expedia,"Tokyo",The Westin Tokyo,2021-02-28,2021-02-22,Ebisu,1 794 €,"4,5 sur 5 Merveilleux (723 avis)",pour 6 nuits,
expedia,"Tokyo",Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,2021-02-28,2021-02-22,Tokyo,3 611 €,"4,7 sur 5 Exceptionnel (213 avis)",pour 6 nuits,
expedia,"Tokyo",Four Seasons Hotel Tokyo at Otemachi,2021-02-28,2021-02-22,Tokyo,2 310 €,"4,7 sur 5 Exceptionnel (7 avis)",pour 6 nuits,
expedia,"Tokyo",Kimpton Shinjuku Tokyo,2021-02-28,2021-02-22,Tokyo,2 110 €,"4,7 sur 5 Exceptionnel (3 avis)",pour 6 nuits,
expedia,"Tokyo",Mandarin Oriental Tokyo,2021-02-14,2021-02-08,Tokyo,2 098 €,"4,7 sur 5 Exceptionnel (216 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/2000000/1350000/1340800/1340774/cfaa12b6.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Tokyo",The Peninsula Tokyo,2021-02-14,2021-02-08,Tokyo,1 967 €,"4,7 sur 5 Exceptionnel (751 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/2000000/1640000/1631500/1631412/04fc36b1.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Tokyo","Shangri-La Hotel, Tokyo",2021-02-14,2021-02-08,Tokyo,2 179 €,"4,7 sur 5 Exceptionnel (418 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/3000000/2440000/2434400/2434355/d5e1b033.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Tokyo",Palace Hotel Tokyo,2021-02-14,2021-02-08,Tokyo,2 364 €,"4,8 sur 5 Exceptionnel (833 avis)",pour 6 nuits,
expedia,"Tokyo",Hotel Chinzanso Tokyo,2021-02-14,2021-02-08,Tokyo,1 737 €,"4,8 sur 5 Exceptionnel (1 009 avis)",pour 6 nuits,
expedia,"Tokyo",Park Hyatt Tokyo,2021-02-14,2021-02-08,Tokyo,2 905 €,"4,8 sur 5 Exceptionnel (778 avis)",pour 6 nuits,
expedia,"Tokyo",Conrad Tokyo,2021-02-14,2021-02-08,Tokyo,1 580 €,"4,7 sur 5 Exceptionnel (640 avis)",pour 6 nuits,
expedia,"Tokyo",Andaz Tokyo Toranomon Hills - a concept by Hyatt,2021-02-14,2021-02-08,Tokyo,2 058 €,"4,7 sur 5 Exceptionnel (404 avis)",pour 6 nuits,
expedia,"Tokyo",The Capitol Hotel Tokyu,2021-02-14,2021-02-08,Tokyo,2 111 €,"4,8 sur 5 Exceptionnel (1 004 avis)",pour 6 nuits,
expedia,"Tokyo",Grand Hyatt Tokyo,2021-02-14,2021-02-08,Tokyo,1 997 €,"4,6 sur 5 Merveilleux (584 avis)",pour 6 nuits,
expedia,"Tokyo",The Prince Park Tower Tokyo,2021-02-14,2021-02-08,Tokyo,1 399 €,"4,6 sur 5 Merveilleux (1 003 avis)",pour 6 nuits,
expedia,"Tokyo",The Westin Tokyo,2021-02-14,2021-02-08,Ebisu,1 784 €,"4,5 sur 5 Merveilleux (723 avis)",pour 6 nuits,
expedia,"Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel",2021-02-14,2021-02-08,Tokyo,2 778 €,"4,7 sur 5 Exceptionnel (340 avis)",pour 6 nuits,
expedia,"Tokyo",Imperial Hotel,2021-02-14,2021-02-08,Tokyo,2 258 €,"4,7 sur 5 Exceptionnel (1 001 avis)",pour 6 nuits,
expedia,"Tokyo",The Okura Tokyo,2021-02-14,2021-02-08,Tokyo,2 395 €,"4,5 sur 5 Merveilleux (70 avis)",pour 6 nuits,
expedia,"Tokyo",Four Seasons Hotel Tokyo at Otemachi,2021-02-14,2021-02-08,Tokyo,2 310 €,"4,7 sur 5 Exceptionnel (7 avis)",pour 6 nuits,
expedia,"Tokyo",Kimpton Shinjuku Tokyo,2021-02-14,2021-02-08,Tokyo,2 112 €,"4,7 sur 5 Exceptionnel (3 avis)",pour 6 nuits,
expedia,"New York","The Langham, New York, Fifth Avenue",2021-02-21,2021-02-15,Midtown East,1 914 €,"4,7 sur 5 Exceptionnel (1 003 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/4000000/3630000/3630000/3629903/203e075e.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York",1 Hotel Central Park,2021-02-21,2021-02-15,Centre-ville de New York City,1 469 €,"4,6 sur 5 Merveilleux (1 014 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/10000000/9220000/9215600/9215515/3d65351f.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York","The Beekman, A Thompson Hotel",2021-02-21,2021-02-15,New York,1 410 €,"4,6 sur 5 Merveilleux (724 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/13000000/12080000/12078200/12078123/39995998.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles",Terranea - L.A.'s Oceanfront Resort,2021-02-21,2021-02-15,Rancho Palos Verdes,1 714 €,"4,5 sur 5 Merveilleux (1 004 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/3000000/2480000/2471900/2471818/b1bdd428.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York","The Pierre, A Taj Hotel, New York",2021-02-21,2021-02-15,Lenox Hill,2 690 €,"4,7 sur 5 Exceptionnel (985 avis)",pour 6 nuits,
expedia,"New York",Baccarat Hotel and Residences New York,2021-02-21,2021-02-15,Centre-ville de New York City,2 930 €,"4,6 sur 5 Merveilleux (225 avis)",pour 6 nuits,
expedia,"Los Angeles",The Maybourne Beverly Hills,2021-02-21,2021-02-15,Beverly Hills,2 751 €,"5,0 sur 5 Exceptionnel (12 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/3000000/2030000/2025500/2025453/e0e802ed.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles",Fairmont Miramar Hotel & Bungalows,2021-02-21,2021-02-15,Santa Monica,2 027 €,"4,2 sur 5 Très bien (1 000 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/1000000/430000/423500/423484/edae2082.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York",Mr. C Seaport,2021-02-21,2021-02-15,New York,1 684 €,"4,5 sur 5 Merveilleux (185 avis)",pour 6 nuits,
expedia,"New York",Trump International Hotel & Tower New York,2021-02-21,2021-02-15,New York,3 089 €,"4,6 sur 5 Merveilleux (994 avis)",pour 6 nuits,
expedia,"Los Angeles","Langham Huntington, Pasadena, Los Angeles",2021-02-21,2021-02-15,Pasadena,1 795 €,"4,6 sur 5 Merveilleux (999 avis)",pour 6 nuits,
expedia,"Los Angeles",1 Hotel West Hollywood,2021-02-21,2021-02-15,West Hollywood,1 948 €,"4,4 sur 5 Excellent (278 avis)",pour 6 nuits,
expedia,"New York",The Lowell,2021-02-21,2021-02-15,Upper East Side,3 608 €,"4,7 sur 5 Exceptionnel (138 avis)",pour 6 nuits,
expedia,"New York",The NoMad Hotel,2021-02-21,2021-02-15,New York,1 552 €,"4,6 sur 5 Merveilleux (682 avis)",pour 6 nuits,
expedia,"Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel",2021-02-21,2021-02-15,Beverly Hills,2 767 €,"4,6 sur 5 Merveilleux (741 avis)",pour 6 nuits,
expedia,"Los Angeles", The London West Hollywood at Beverly Hills,2021-02-21,2021-02-15,West Hollywood,2 169 €,"4,5 sur 5 Merveilleux (1 002 avis)",pour 6 nuits,
expedia,"New York",Four Seasons Hotel New York Downtown,2021-02-21,2021-02-15,New York,2 773 €,"4,8 sur 5 Exceptionnel (245 avis)",pour 6 nuits,
expedia,"New York",The Mark,2021-02-21,2021-02-15,Lenox Hill,3 695 €,"4,8 sur 5 Exceptionnel (581 avis)",pour 6 nuits,
expedia,"Los Angeles",Viceroy L'Ermitage Beverly Hills,2021-02-21,2021-02-15,Beverly Hills,2 892 €,"4,7 sur 5 Exceptionnel (762 avis)",pour 6 nuits,
expedia,"Los Angeles",Mr. C Beverly Hills,2021-02-21,2021-02-15,Los Angeles,1 925 €,"4,4 sur 5 Excellent (981 avis)",pour 6 nuits,
expedia,"New York",The Towers at Lotte New York Palace,2021-02-21,2021-02-15,Midtown East,3 495 €,"4,6 sur 5 Merveilleux (405 avis)",pour 6 nuits,
expedia,"New York","The Carlyle, A Rosewood Hotel",2021-02-21,2021-02-15,Lenox Hill,3 353 €,"4,6 sur 5 Merveilleux (608 avis)",pour 6 nuits,
expedia,"Los Angeles",Four Seasons Los Angeles at Beverly Hills,2021-02-21,2021-02-15,Los Angeles,2 716 €,"4,7 sur 5 Exceptionnel (557 avis)",pour 6 nuits,
expedia,"Los Angeles",Kimpton La Peer Hotel,2021-02-21,2021-02-15,West Hollywood,1 359 €,"4,6 sur 5 Merveilleux (145 avis)",pour 6 nuits,
expedia,"New York",Equinox Hotel New York,2021-02-21,2021-02-15,New York,4 023 €,"4,6 sur 5 Merveilleux (93 avis)",pour 6 nuits,
expedia,"New York",Conrad New York Downtown,2021-02-21,2021-02-15,New York,1 635 €,"4,7 sur 5 Exceptionnel (1 003 avis)",pour 6 nuits,
expedia,"Los Angeles",Loews Santa Monica Beach Hotel,2021-02-21,2021-02-15,Santa Monica,3 210 €,"4,3 sur 5 Excellent (1 000 avis)",pour 6 nuits,
expedia,"Los Angeles",Shutters on the Beach,2021-02-21,2021-02-15,Santa Monica,3 135 €,"4,5 sur 5 Merveilleux (314 avis)",pour 6 nuits,
expedia,"New York","The Chatwal, a Luxury Collection Hotel, New York City",2021-02-21,2021-02-15,Quartier Theater District,2 840 €,"4,7 sur 5 Exceptionnel (390 avis)",pour 6 nuits,
expedia,"New York",1 Hotel Brooklyn Bridge,2021-02-21,2021-02-15,Brooklyn,1 628 €,"4,5 sur 5 Merveilleux (905 avis)",pour 6 nuits,
expedia,"Los Angeles",The Peninsula Beverly Hills,2021-02-21,2021-02-15,Beverly Hills,3 669 €,"4,8 sur 5 Exceptionnel (377 avis)",pour 6 nuits,
expedia,"Los Angeles",The Beverly Hills Hotel - Dorchester Collection,2021-02-21,2021-02-15,Beverly Hills,4 131 €,"4,8 sur 5 Exceptionnel (601 avis)",pour 6 nuits,
expedia,"Los Angeles",Casa Del Mar,2021-02-21,2021-02-15,Santa Monica,2 757 €,"4,6 sur 5 Merveilleux (543 avis)",pour 6 nuits,
expedia,"Los Angeles",Four Seasons Hotel Los Angeles at Westlake Village,2021-02-21,2021-02-15,Thousand Oaks,2 528 €,"4,7 sur 5 Exceptionnel (742 avis)",pour 6 nuits,
expedia,"New York","The Langham, New York, Fifth Avenue",2021-02-28,2021-02-22,Midtown East,1 914 €,"4,7 sur 5 Exceptionnel (1 003 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/4000000/3630000/3630000/3629903/34e4f0f3.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles",Hotel Bel-Air - Dorchester Collection,2021-02-21,2021-02-15,Bel Air,4 006 €,"4,8 sur 5 Exceptionnel (298 avis)",pour 6 nuits,
expedia,"Los Angeles","SLS Hotel, a Luxury Collection Hotel, Beverly Hills",2021-02-21,2021-02-15,Los Angeles,1 372 €,"4,3 sur 5 Excellent (898 avis)",pour 6 nuits,
expedia,"New York",1 Hotel Central Park,2021-02-28,2021-02-22,Centre-ville de New York City,1 445 €,"4,6 sur 5 Merveilleux (1 014 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/10000000/9220000/9215600/9215515/c513aba4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York","The Beekman, A Thompson Hotel",2021-02-28,2021-02-22,New York,1 410 €,"4,6 sur 5 Merveilleux (724 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/13000000/12080000/12078200/12078123/39995998.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles","The Ritz-Carlton, Los Angeles",2021-02-21,2021-02-15,Centre-ville de Los Angeles,2 115 €,"4,5 sur 5 Merveilleux (407 avis)",pour 6 nuits,
expedia,"New York",Mr. C Seaport,2021-02-28,2021-02-22,New York,1 384 €,"4,5 sur 5 Merveilleux (185 avis)",pour 6 nuits,
expedia,"New York",Baccarat Hotel and Residences New York,2021-02-28,2021-02-22,Centre-ville de New York City,2 741 €,"4,6 sur 5 Merveilleux (225 avis)",pour 6 nuits,
expedia,"New York","The Pierre, A Taj Hotel, New York",2021-02-28,2021-02-22,Lenox Hill,2 690 €,"4,7 sur 5 Exceptionnel (985 avis)",pour 6 nuits,
expedia,"New York",Trump International Hotel & Tower New York,2021-02-28,2021-02-22,New York,3 089 €,"4,6 sur 5 Merveilleux (994 avis)",pour 6 nuits,
expedia,"Los Angeles",Terranea - L.A.'s Oceanfront Resort,2021-02-28,2021-02-22,Rancho Palos Verdes,1 714 €,"4,5 sur 5 Merveilleux (1 004 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/3000000/2480000/2471900/2471818/b1bdd428.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York",The Lowell,2021-02-28,2021-02-22,Upper East Side,3 608 €,"4,7 sur 5 Exceptionnel (138 avis)",pour 6 nuits,
expedia,"New York",Four Seasons Hotel New York Downtown,2021-02-28,2021-02-22,New York,2 845 €,"4,8 sur 5 Exceptionnel (245 avis)",pour 6 nuits,
expedia,"Los Angeles",Fairmont Miramar Hotel & Bungalows,2021-02-28,2021-02-22,Santa Monica,1 951 €,"4,2 sur 5 Très bien (1 000 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/1000000/430000/423500/423484/edae2082.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles",Kimpton La Peer Hotel,2021-02-28,2021-02-22,West Hollywood,1 422 €,"4,6 sur 5 Merveilleux (145 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/19000000/18160000/18156800/18156733/acaaead4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"New York",The Mark,2021-02-28,2021-02-22,Lenox Hill,3 695 €,"4,8 sur 5 Exceptionnel (581 avis)",pour 6 nuits,
expedia,"New York",The NoMad Hotel,2021-02-28,2021-02-22,New York,1 830 €,"4,6 sur 5 Merveilleux (682 avis)",pour 6 nuits,
expedia,"Los Angeles",The Maybourne Beverly Hills,2021-02-28,2021-02-22,Beverly Hills,2 751 €,"5,0 sur 5 Exceptionnel (12 avis)",pour 6 nuits,
expedia,"Los Angeles","Langham Huntington, Pasadena, Los Angeles",2021-02-28,2021-02-22,Pasadena,1 795 €,"4,6 sur 5 Merveilleux (999 avis)",pour 6 nuits,
expedia,"New York",The Towers at Lotte New York Palace,2021-02-28,2021-02-22,Midtown East,3 548 €,"4,6 sur 5 Merveilleux (405 avis)",pour 6 nuits,
expedia,"New York","The Carlyle, A Rosewood Hotel",2021-02-28,2021-02-22,Lenox Hill,3 353 €,"4,6 sur 5 Merveilleux (608 avis)",pour 6 nuits,
expedia,"Los Angeles",1 Hotel West Hollywood,2021-02-28,2021-02-22,West Hollywood,1 975 €,"4,4 sur 5 Excellent (278 avis)",pour 6 nuits,
expedia,"Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel",2021-02-28,2021-02-22,Beverly Hills,2 737 €,"4,6 sur 5 Merveilleux (741 avis)",pour 6 nuits,
expedia,"New York",Equinox Hotel New York,2021-02-28,2021-02-22,New York,4 333 €,"4,6 sur 5 Merveilleux (93 avis)",pour 6 nuits,
expedia,"New York",Conrad New York Downtown,2021-02-28,2021-02-22,New York,1 711 €,"4,7 sur 5 Exceptionnel (1 003 avis)",pour 6 nuits,
expedia,"Los Angeles",Mr. C Beverly Hills,2021-02-28,2021-02-22,Los Angeles,1 823 €,"4,4 sur 5 Excellent (981 avis)",pour 6 nuits,
expedia,"Los Angeles","SLS Hotel, a Luxury Collection Hotel, Beverly Hills",2021-02-28,2021-02-22,Los Angeles,1 380 €,"4,3 sur 5 Excellent (898 avis)",pour 6 nuits,
expedia,"New York","The Chatwal, a Luxury Collection Hotel, New York City",2021-02-28,2021-02-22,Quartier Theater District,2 840 €,"4,7 sur 5 Exceptionnel (390 avis)",pour 6 nuits,
expedia,"New York",1 Hotel Brooklyn Bridge,2021-02-28,2021-02-22,Brooklyn,1 602 €,"4,5 sur 5 Merveilleux (905 avis)",pour 6 nuits,
expedia,"Los Angeles",Four Seasons Los Angeles at Beverly Hills,2021-02-28,2021-02-22,Los Angeles,2 491 €,"4,7 sur 5 Exceptionnel (557 avis)",pour 6 nuits,
expedia,"Los Angeles", The London West Hollywood at Beverly Hills,2021-02-28,2021-02-22,West Hollywood,2 486 €,"4,5 sur 5 Merveilleux (1 002 avis)",pour 6 nuits,
expedia,"Los Angeles",Viceroy L'Ermitage Beverly Hills,2021-02-28,2021-02-22,Beverly Hills,2 892 €,"4,7 sur 5 Exceptionnel (762 avis)",pour 6 nuits,
expedia,"Los Angeles",Loews Santa Monica Beach Hotel,2021-02-28,2021-02-22,Santa Monica,3 210 €,"4,3 sur 5 Excellent (1 000 avis)",pour 6 nuits,
expedia,"Tokyo",Mandarin Oriental Tokyo,2021-02-21,2021-02-15,Tokyo,2 098 €,"4,7 sur 5 Exceptionnel (216 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/2000000/1350000/1340800/1340774/1cac373c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles",Four Seasons Hotel Los Angeles at Westlake Village,2021-02-28,2021-02-22,Thousand Oaks,2 528 €,"4,7 sur 5 Exceptionnel (742 avis)",pour 6 nuits,
expedia,"Los Angeles","The Ritz-Carlton, Los Angeles",2021-02-28,2021-02-22,Centre-ville de Los Angeles,2 115 €,"4,5 sur 5 Merveilleux (407 avis)",pour 6 nuits,
expedia,"Tokyo",Park Hyatt Tokyo,2021-02-21,2021-02-15,Tokyo,2 905 €,"4,8 sur 5 Exceptionnel (778 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/1000000/970000/970000/969939/be750274.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Tokyo",The Peninsula Tokyo,2021-02-21,2021-02-15,Tokyo,1 967 €,"4,7 sur 5 Exceptionnel (751 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/2000000/1640000/1631500/1631412/becd19fb.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Los Angeles",Casa Del Mar,2021-02-28,2021-02-22,Santa Monica,2 759 €,"4,6 sur 5 Merveilleux (543 avis)",pour 6 nuits,
expedia,"Los Angeles",Shutters on the Beach,2021-02-28,2021-02-22,Santa Monica,3 160 €,"4,5 sur 5 Merveilleux (314 avis)",pour 6 nuits,
expedia,"Tokyo","Shangri-La Hotel, Tokyo",2021-02-21,2021-02-15,Tokyo,2 179 €,"4,7 sur 5 Exceptionnel (418 avis)",pour 6 nuits,
expedia,"Tokyo",Palace Hotel Tokyo,2021-02-21,2021-02-15,Tokyo,2 364 €,"4,8 sur 5 Exceptionnel (833 avis)",pour 6 nuits,
expedia,"Los Angeles",The Peninsula Beverly Hills,2021-02-28,2021-02-22,Beverly Hills,3 669 €,"4,8 sur 5 Exceptionnel (377 avis)",pour 6 nuits,
expedia,"Los Angeles",The Beverly Hills Hotel - Dorchester Collection,2021-02-28,2021-02-22,Beverly Hills,4 131 €,"4,8 sur 5 Exceptionnel (601 avis)",pour 6 nuits,
expedia,"Tokyo",Hotel Chinzanso Tokyo,2021-02-21,2021-02-15,Tokyo,1 737 €,"4,8 sur 5 Exceptionnel (1 009 avis)",pour 6 nuits,
expedia,"Tokyo",The Capitol Hotel Tokyu,2021-02-21,2021-02-15,Tokyo,2 111 €,"4,8 sur 5 Exceptionnel (1 004 avis)",pour 6 nuits,
expedia,"Los Angeles","The Ritz-Carlton, Marina del Rey",2021-02-28,2021-02-22,Marina del Rey,2 075 €,"4,3 sur 5 Excellent (991 avis)",pour 6 nuits,
expedia,"Tokyo",Andaz Tokyo Toranomon Hills - a concept by Hyatt,2021-02-21,2021-02-15,Tokyo,2 058 €,"4,7 sur 5 Exceptionnel (404 avis)",pour 6 nuits,
expedia,"Tokyo",Conrad Tokyo,2021-02-21,2021-02-15,Tokyo,1 580 €,"4,7 sur 5 Exceptionnel (640 avis)",pour 6 nuits,
expedia,"Tokyo",Imperial Hotel,2021-02-21,2021-02-15,Tokyo,2 258 €,"4,7 sur 5 Exceptionnel (1 001 avis)",pour 6 nuits,
expedia,"Tokyo",Grand Hyatt Tokyo,2021-02-21,2021-02-15,Tokyo,1 997 €,"4,6 sur 5 Merveilleux (584 avis)",pour 6 nuits,
expedia,"Tokyo",The Prince Park Tower Tokyo,2021-02-21,2021-02-15,Tokyo,1 399 €,"4,6 sur 5 Merveilleux (1 003 avis)",pour 6 nuits,
expedia,"Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel",2021-02-21,2021-02-15,Tokyo,2 778 €,"4,7 sur 5 Exceptionnel (340 avis)",pour 6 nuits,
expedia,"Tokyo",The Okura Tokyo,2021-02-21,2021-02-15,Tokyo,2 395 €,"4,5 sur 5 Merveilleux (70 avis)",pour 6 nuits,
expedia,"Tokyo",Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,2021-02-21,2021-02-15,Tokyo,3 611 €,"4,7 sur 5 Exceptionnel (213 avis)",pour 6 nuits,
expedia,"Tokyo",Four Seasons Hotel Tokyo at Otemachi,2021-02-21,2021-02-15,Tokyo,2 310 €,"4,7 sur 5 Exceptionnel (7 avis)",pour 6 nuits,
expedia,"Tokyo",Kimpton Shinjuku Tokyo,2021-02-21,2021-02-15,Tokyo,2 123 €,"4,7 sur 5 Exceptionnel (3 avis)",pour 6 nuits,
expedia,"Tokyo",The Westin Tokyo,2021-02-21,2021-02-15,Ebisu,1 794 €,"4,5 sur 5 Merveilleux (723 avis)",pour 6 nuits,
expedia,"Tokyo",Four Seasons Hotel Tokyo at Marunouchi,2021-02-21,2021-02-15,Tokyo,5 323 €,"4,7 sur 5 Exceptionnel (329 avis)",pour 6 nuits,
expedia,"Dubaï",Jumeirah Beach Hotel,2021-02-21,2021-02-15,Umm Suqeim,2 413 €,"4,4 sur 5 Excellent (1 000 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/1000000/530000/527500/527498/e25f18bd.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Dubaï",JA Beach Hotel,2021-02-21,2021-02-15,Zone franche de Jebel Ali,1 380 €,"4,4 sur 5 Excellent (655 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/1000000/30000/22700/22627/751c6b9c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Dubaï",Address Sky View,2021-02-21,2021-02-15,Downtown Dubaï,1 615 €,"4,4 sur 5 Excellent (66 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/34000000/33020000/33010100/33010066/a408a4a3.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Dubaï",Palace Downtown,2021-02-21,2021-02-15,Downtown Dubaï,1 615 €,"4,7 sur 5 Exceptionnel (957 avis)",pour 6 nuits,
expedia,"Dubaï",Atlantis The Palm,2021-02-21,2021-02-15,Palm Jumeirah,2 232 €,"4,4 sur 5 Excellent (1 480 avis)",pour 6 nuits,
expedia,"Dubaï","Habtoor Palace Dubai, LXR Hotels & Resorts",2021-02-21,2021-02-15,Business Bay,1 618 €,"4,3 sur 5 Excellent (57 avis)",pour 6 nuits,
expedia,"Dubaï",Address Dubai Mall,2021-02-21,2021-02-15,Downtown Dubaï,1 925 €,"4,4 sur 5 Excellent (550 avis)",pour 6 nuits,
expedia,"Dubaï",Address Fountain Views,2021-02-21,2021-02-15,Downtown Dubaï,2 013 €,"4,5 sur 5 Merveilleux (15 avis)",pour 6 nuits,
expedia,"Dubaï",Address Downtown,2021-02-21,2021-02-15,Downtown Dubaï,2 145 €,"4,6 sur 5 Merveilleux (291 avis)",pour 6 nuits,
expedia,"Dubaï",Jumeirah Mina A Salam,2021-02-21,2021-02-15,Umm Suqeim,3 109 €,"4,7 sur 5 Exceptionnel (913 avis)",pour 6 nuits,
expedia,"Dubaï",Anantara The Palm Dubai Resort,2021-02-21,2021-02-15,Palm Jumeirah,1 722 €,"4,5 sur 5 Merveilleux (567 avis)",pour 6 nuits,
expedia,"Dubaï",Address Boulevard,2021-02-21,2021-02-15,Downtown Dubaï,2 101 €,"4,7 sur 5 Exceptionnel (110 avis)",pour 6 nuits,
expedia,"Dubaï",Jumeirah Zabeel Saray,2021-02-21,2021-02-15,Palm Jumeirah,2 190 €,"4,6 sur 5 Merveilleux (1 005 avis)",pour 6 nuits,
expedia,"Dubaï",Armani Hotel Dubai,2021-02-21,2021-02-15,Downtown Dubaï,2 677 €,"4,6 sur 5 Merveilleux (587 avis)",pour 6 nuits,
expedia,"Dubaï",ME Dubai by Meliá,2021-02-21,2021-02-15,Downtown Dubaï,1 741 €,"4,5 sur 5 Merveilleux (6 avis)",pour 6 nuits,
expedia,"Dubaï",Palazzo Versace Dubai,2021-02-21,2021-02-15,Culture Village,1 949 €,"4,7 sur 5 Exceptionnel (329 avis)",pour 6 nuits,
expedia,"Dubaï",Waldorf Astoria Dubai Palm Jumeirah,2021-02-21,2021-02-15,Palm Jumeirah,2 016 €,"4,7 sur 5 Exceptionnel (871 avis)",pour 6 nuits,
expedia,"Dubaï",Rixos The Palm Hotel & Suites ,2021-02-21,2021-02-15,Palm Jumeirah,2 373 €,"4,4 sur 5 Excellent (620 avis)",pour 6 nuits,
expedia,"Dubaï",Park Hyatt Dubai,2021-02-21,2021-02-15,Deira,1 897 €,"4,8 sur 5 Exceptionnel (507 avis)",pour 6 nuits,
expedia,"Dubaï",Jumeirah Al Qasr,2021-02-21,2021-02-15,Al Sufouh,3 479 €,"4,8 sur 5 Exceptionnel (647 avis)",pour 6 nuits,
expedia,"Dubaï",Atlantis The Palm,2021-02-28,2021-02-22,Palm Jumeirah,1 823 €,"4,4 sur 5 Excellent (1 480 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/3000000/2240000/2235400/2235336/cac16f2c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Dubaï",Palace Downtown,2021-02-28,2021-02-22,Downtown Dubaï,1 615 €,"4,7 sur 5 Exceptionnel (957 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/2000000/1730000/1725300/1725259/d9ab9ef4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Dubaï",Address Sky View,2021-02-28,2021-02-22,Downtown Dubaï,1 615 €,"4,4 sur 5 Excellent (66 avis)",pour 6 nuits,",https://images.trvl-media.com/hotels/34000000/33020000/33010100/33010066/a408a4a3.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
expedia,"Dubaï",Jumeirah Mina A Salam,2021-02-28,2021-02-22,Umm Suqeim,2 891 €,"4,7 sur 5 Exceptionnel (913 avis)",pour 6 nuits,
